[COURSE HEADER]
VERSION = 0
UNITS = ENGLISH
DESCRIPTION = Ritter 45,93,64. Created by 1273.
FILE NAME = none
MINUTES	FTP
2640	You're welcome & encouraged to cool down longer than the minute allotted...	8	0	0	72	16777215	10
2640	and while you do, start mulling over your recovery nutrition	8	0	0	72	16777215	20
2640	We'll see you next time!	5	0	0	72	16777215	30
[END COURSE TEXT]

[INTERVAL DATA]
0	2700	Workout
150	180	Sweet Spot 1
180	195	VO2 Max 1
195	225	Sweet Spot 2
225	240	VO2 Max 2
420	465	Sweet Spot 3
465	480	VO2 Max 3
480	525	Sweet Spot 4
525	540	VO2 Max 4
540	585	Threshold 1
585	600	VO2 Max 5
600	645	Threshold 2
645	660	VO2 Max 6
660	705	Sweet Spot 5
705	720	VO2 Max 7
720	765	Sweet Spot 6
765	780	VO2 Max 8
780	825	Sweet Spot 7
825	840	VO2 Max 9
840	885	Threshold 3
885	900	VO2 Max 10
900	945	Threshold 4
945	960	VO2 Max 11
960	1005	Threshold 5
1005	1020	VO2 Max 12
1020	1065	Sweet Spot 8
1065	1080	VO2 Max 13
1080	1125	Threshold 6
1125	1140	VO2 Max 14
1140	1185	Threshold 7
1185	1200	VO2 Max 15
1200	1245	Sweet Spot 9
1245	1260	VO2 Max 16
1260	1305	Threshold 8
1305	1320	VO2 Max 17
1500	1545	Sweet Spot 10
1545	1560	VO2 Max 18
1560	1605	Threshold 9
1605	1620	VO2 Max 19
1620	1665	Threshold 10
1665	1680	VO2 Max 20
1680	1725	Sweet Spot 11
1725	1740	VO2 Max 21
1740	1785	Threshold 11
1785	1800	VO2 Max 22
1800	1845	Threshold 12
1845	1860	VO2 Max 23
1860	1905	Threshold 13
1905	1920	VO2 Max 24
1920	1965	Sweet Spot 12
1965	1980	VO2 Max 25
1980	2025	Threshold 14
2025	2040	VO2 Max 26
2220	2265	Threshold 15
2265	2280	VO2 Max 27
2280	2325	Threshold 16
2325	2340	VO2 Max 28
2340	2385	Threshold 17
2385	2400	VO2 Max 29
2400	2445	Threshold 18
2445	2460	VO2 Max 30
2460	2505	Threshold 19
2505	2520	VO2 Max 31
2520	2565	Threshold 20
2565	2580	VO2 Max 32
2580	2625	Sweet Spot 13
2625	2640	VO2 Max 33
[END INTERVAL DATA]

[MODE DATA]
[END MODE DATA]

